ID: 0	Name: Hans
ID: 153	Name: Butterfly

ID: 154	Name: Butterfly

ID: 155	Name: Butterfly

ID: 156	Name: Butterfly

ID: 157	Name: Butterfly

ID: 158	Name: Shadow warrior

ID: 159	Name: Gnome child

ID: 160	Name: Gnome child

ID: 161	Name: Gnome child

ID: 162	Name: Gnome trainer

ID: 163	Name: Gnome guard

ID: 164	Name: Gnome guard

ID: 165	Name: Gnome shop keeper

ID: 166	Name: Gnome banker

ID: 167	Name: Gnome baller

ID: 168	Name: Gnome woman

ID: 169	Name: Gnome woman

ID: 170	Name: Man

ID: 171	Name: Brimstail

ID: 172	Name: Dark wizard

ID: 173	Name: Invrigar the Necromancer

ID: 174	Name: Dark wizard

ID: 175	Name: Mugger

ID: 176	Name: Witch

ID: 177	Name: Witch

ID: 178	Name: Black Knight

ID: 179	Name: Black Knight

ID: 180	Name: Highwayman

ID: 181	Name: Chaos druid

ID: 182	Name: Pirate

ID: 183	Name: Pirate

ID: 184	Name: Pirate

ID: 185	Name: Pirate

ID: 186	Name: Thug

ID: 187	Name: Rogue

ID: 188	Name: Monk of Zamorak

ID: 189	Name: Monk of Zamorak

ID: 190	Name: Monk of Zamorak

ID: 191	Name: Tribesman

ID: 192	Name: Dark warrior

ID: 193	Name: Chaos druid warrior

ID: 194	Name: Necromancer

ID: 195	Name: Bandit

ID: 196	Name: Guard Bandit

ID: 197	Name: Barbarian guard

ID: 198	Name: Guildmaster

ID: 199	Name: Gunthor the Brave

ID: 200	Name: Lord Daquarius

ID: 201	Name: Jailer

ID: 202	Name: Black Heather

ID: 203	Name: Donny the Lad

ID: 204	Name: Speedy Keith

ID: 205	Name: Salarin the Twisted

ID: 206	Name: Guard

ID: 207	Name: Lollk

ID: 208	Name: Captain Lawgof

ID: 209	Name: Nulodion

ID: 210	Name: Grail Maiden

ID: 211	Name: Sir Percival

ID: 212	Name: King Percival

ID: 213	Name: Merlin

ID: 214	Name: Peasant

ID: 215	Name: Peasant

ID: 216	Name: High Priest

ID: 217	Name: Crone

ID: 218	Name: Galahad

ID: 219	Name: Fisherman

ID: 220	Name: The Fisher King

ID: 221	Name: Black Knight Titan

ID: 222	Name: Monk

ID: 223	Name: Brother Kojo

ID: 224	Name: Dungeon rat

ID: 225	Name: Bonzo

ID: 226	Name: null

ID: 227	Name: Morris

ID: 228	Name: Big Dave

ID: 229	Name: Joshua

ID: 230	Name: Grandpa Jack

ID: 231	Name: Forester

ID: 232	Name: Austri

ID: 233	Name: Fishing spot

ID: 234	Name: Fishing spot

ID: 235	Name: Fishing spot

ID: 236	Name: Fishing spot

ID: 237	Name: Renegade Knight

ID: 238	Name: Thrantax the Mighty

ID: 239	Name: Sir Lancelot

ID: 240	Name: Sir Gawain

ID: 241	Name: Sir Kay

ID: 242	Name: Sir Bedivere

ID: 243	Name: Sir Tristram

ID: 244	Name: Sir Pelleas

ID: 245	Name: Sir Lucan

ID: 246	Name: Sir Palomedes

ID: 247	Name: Sir Mordred

ID: 248	Name: Morgan Le Faye

ID: 249	Name: Merlin

ID: 250	Name: The Lady of the Lake

ID: 251	Name: King Arthur

ID: 252	Name: Beggar

ID: 253	Name: Khazard Guard

ID: 254	Name: Khazard Guard

ID: 255	Name: Khazard Guard

ID: 256	Name: Khazard Guard

ID: 257	Name: Khazard Guard

ID: 258	Name: General Khazard

ID: 259	Name: Khazard barman

ID: 260	Name: Kelvin

ID: 261	Name: Joe

ID: 262	Name: Fightslave

ID: 263	Name: Hengrad

ID: 264	Name: Lady Servil

ID: 265	Name: Jeremy Servil

ID: 266	Name: Jeremy Servil

ID: 267	Name: Justin Servil

ID: 268	Name: Local

ID: 269	Name: Bouncer

ID: 270	Name: Khazard Ogre

ID: 271	Name: Khazard Scorpion

ID: 272	Name: Lucien

ID: 273	Name: Lucien

ID: 274	Name: Guardian of Armadyl

ID: 275	Name: Guardian of Armadyl

ID: 276	Name: Winelda

ID: 277	Name: Fire Warrior of Lesarkus

ID: 278	Name: Cook

ID: 279	Name: Brother Omad

ID: 280	Name: Brother Cedric

ID: 281	Name: Monk

ID: 282	Name: Thief

ID: 283	Name: Head Thief

ID: 284	Name: Doric

ID: 285	Name: Veronica

ID: 286	Name: Professor Oddenstein

ID: 287	Name: Ernest

ID: 288	Name: Chicken

ID: 289	Name: Councillor Halgrive

ID: 290	Name: Doctor Orbon

ID: 291	Name: Farmer Brumty

ID: 292	Name: null

ID: 293	Name: null

ID: 294	Name: null

ID: 295	Name: null

ID: 296	Name: Guard

ID: 297	Name: Guard

ID: 298	Name: Guard

ID: 299	Name: Guard

ID: 300	Name: Sedridor

ID: 301	Name: Twig

ID: 302	Name: Hadley

ID: 303	Name: Gerald

ID: 304	Name: Almera

ID: 305	Name: Hudon

ID: 306	Name: Golrie

ID: 307	Name: Hetty

ID: 308	Name: Master fisher

ID: 309	Name: Fishing spot

ID: 310	Name: Fishing spot

ID: 311	Name: Fishing spot

ID: 312	Name: Fishing spot

ID: 313	Name: Fishing spot

ID: 314	Name: Fishing spot

ID: 315	Name: Fishing spot

ID: 316	Name: Fishing spot

ID: 317	Name: Fishing spot

ID: 318	Name: Fishing spot

ID: 319	Name: Fishing spot

ID: 320	Name: Fishing spot

ID: 321	Name: Fishing spot

ID: 322	Name: Fishing spot

ID: 323	Name: Fishing spot

ID: 324	Name: Fishing spot

ID: 325	Name: Fishing spot

ID: 326	Name: Fishing spot

ID: 327	Name: Fishing spot

ID: 328	Name: Fishing spot

ID: 329	Name: Fishing spot

ID: 330	Name: Fishing spot

ID: 331	Name: Fishing spot

ID: 332	Name: Fishing spot

ID: 333	Name: Fishing spot

ID: 334	Name: Fishing spot

ID: 335	Name: null

ID: 336	Name: Da Vinci

ID: 337	Name: Da Vinci

ID: 338	Name: Chancy

ID: 339	Name: Chancy

ID: 340	Name: Hops

ID: 341	Name: Hops

ID: 342	Name: Guidor's wife

ID: 343	Name: Guidor

ID: 344	Name: Guard

ID: 345	Name: Guard

ID: 346	Name: Guard

ID: 347	Name: Mourner

ID: 348	Name: Mourner

ID: 349	Name: Kilron

ID: 350	Name: Omart

ID: 351	Name: Man

ID: 352	Name: Woman

ID: 353	Name: Woman

ID: 354	Name: Woman

ID: 355	Name: Child

ID: 356	Name: Child

ID: 357	Name: Mourner

ID: 358	Name: Priest

ID: 359	Name: Man

ID: 360	Name: Woman

ID: 361	Name: Woman

ID: 362	Name: Woman

ID: 363	Name: Woman

ID: 364	Name: King Lathas

ID: 365	Name: Paladin

ID: 366	Name: Jerico

ID: 367	Name: Chemist

ID: 368	Name: Guard

ID: 369	Name: Mourner

ID: 370	Name: Mourner

ID: 371	Name: Mourner

ID: 372	Name: Mourner

ID: 373	Name: Nurse Sarah

ID: 374	Name: Ogre

ID: 375	Name: Redbeard Frank

ID: 376	Name: Captain Tobias

ID: 377	Name: Seaman Lorris

ID: 378	Name: Seaman Thresnor

ID: 379	Name: Luthas

ID: 380	Name: Customs officer

ID: 381	Name: null

ID: 382	Name: Dwarf

ID: 383	Name: Stankers

ID: 384	Name: Barbarian guard

ID: 385	Name: Kharid Scorpion

ID: 386	Name: Kharid Scorpion

ID: 387	Name: Kharid Scorpion

ID: 388	Name: Seer

ID: 389	Name: Thormac

ID: 390	Name: Big fish

ID: 391	Name: River troll

ID: 392	Name: River troll

ID: 393	Name: River troll

ID: 394	Name: River troll

ID: 395	Name: River troll

ID: 396	Name: River troll

ID: 397	Name: Cow

ID: 398	Name: Legends guard

ID: 399	Name: Legends guard

ID: 400	Name: Radimus Erkle

ID: 401	Name: Jungle forester

ID: 402	Name: Jungle forester

ID: 403	Name: Fishing spot

ID: 404	Name: Fishing spot

ID: 405	Name: Fishing spot

ID: 406	Name: Fishing spot

ID: 407	Name: Strange plant

ID: 408	Name: Strange plant

ID: 409	Name: Genie

ID: 410	Name: Mysterious Old Man

ID: 411	Name: Swarm

ID: 412	Name: Bat

ID: 413	Name: Rock Golem

ID: 414	Name: Rock Golem

ID: 415	Name: Rock Golem

ID: 416	Name: Rock Golem

ID: 417	Name: Rock Golem

ID: 418	Name: Rock Golem

ID: 419	Name: Zombie

ID: 420	Name: Zombie

ID: 421	Name: Zombie

ID: 422	Name: Zombie

ID: 423	Name: Zombie

ID: 424	Name: Zombie

ID: 425	Name: Shade

ID: 426	Name: Shade

ID: 427	Name: Shade

ID: 428	Name: Shade

ID: 429	Name: Shade

ID: 430	Name: Shade

ID: 431	Name: null

ID: 432	Name: Cyrisus

ID: 433	Name: Cyrisus

ID: 434	Name: Cyrisus

ID: 435	Name: Fallen Man

ID: 436	Name: Fallen Man

ID: 437	Name: Cap'n Izzy No-Beard

ID: 438	Name: Tree spirit

ID: 439	Name: Tree spirit

ID: 440	Name: Tree spirit

ID: 441	Name: Tree spirit

ID: 442	Name: Tree spirit

ID: 443	Name: Tree spirit

ID: 444	Name: Goblin

ID: 445	Name: Goblin

ID: 446	Name: Giant rat

ID: 447	Name: Jail guard

ID: 448	Name: Jail guard

ID: 449	Name: Jail guard

ID: 450	Name: Gull

ID: 451	Name: Gull

ID: 452	Name: Seth Groats

ID: 453	Name: Suit of armour

ID: 454	Name: Sanfew

ID: 455	Name: Kaqemeex

ID: 456	Name: Father Aereck

ID: 457	Name: Restless ghost

ID: 458	Name: Father Urhney

ID: 459	Name: Skeleton

ID: 460	Name: Wizard Frumscone

ID: 461	Name: Magic Store owner

ID: 462	Name: Wizard Distentor

ID: 463	Name: Murphy

ID: 464	Name: Murphy

ID: 465	Name: Murphy

ID: 466	Name: Murphy

ID: 467	Name: Shark

ID: 468	Name: Shark

ID: 469	Name: King Bolren

ID: 470	Name: Commander Montai

ID: 471	Name: Bolkoy

ID: 472	Name: Remsai

ID: 473	Name: Elkoy

ID: 474	Name: Elkoy

ID: 475	Name: Khazard trooper

ID: 476	Name: Khazard trooper

ID: 477	Name: Khazard warlord

ID: 478	Name: Khazard commander

ID: 479	Name: Gnome troop

ID: 480	Name: Gnome troop

ID: 481	Name: Tracker gnome 1

ID: 482	Name: Tracker gnome 2

ID: 483	Name: Tracker gnome 3

ID: 484	Name: Local Gnome

ID: 485	Name: Local Gnome

ID: 486	Name: Kalron

ID: 487	Name: Giant

ID: 488	Name: Observatory professor

ID: 489	Name: Goblin guard

ID: 490	Name: Mummy

ID: 491	Name: Ghost

ID: 492	Name: Spirit of Scorpius

ID: 493	Name: Grave scorpion

ID: 494	Name: Banker

ID: 495	Name: Banker

ID: 496	Name: Banker

ID: 497	Name: Banker

ID: 498	Name: Banker

ID: 499	Name: Banker

ID: 500	Name: Mosol Rei

ID: 501	Name: Spirit of Zadimus

ID: 502	Name: Undead one

ID: 503	Name: Undead one

ID: 504	Name: Undead one

ID: 505	Name: Undead one

ID: 506	Name: Rashiliyia

ID: 507	Name: Nazastarool

ID: 508	Name: Nazastarool

ID: 509	Name: Nazastarool

ID: 510	Name: Hajedy

ID: 511	Name: Vigroy

ID: 512	Name: Kaleb Paramaya

ID: 513	Name: Yohnus

ID: 514	Name: Seravel

ID: 515	Name: Yanni Salika

ID: 516	Name: Obli

ID: 517	Name: Fernahei

ID: 518	Name: Captain Shanks

ID: 519	Name: Bob

ID: 520	Name: Shopkeeper

ID: 521	Name: Shop assistant

ID: 522	Name: Shopkeeper

ID: 523	Name: Shop assistant

ID: 524	Name: Shopkeeper

ID: 525	Name: Shop assistant

ID: 526	Name: Shopkeeper

ID: 527	Name: Shop assistant

ID: 528	Name: Shopkeeper

ID: 529	Name: Shop assistant

ID: 530	Name: Shopkeeper

ID: 531	Name: Shop assistant

ID: 532	Name: Shopkeeper

ID: 533	Name: Shop assistant

ID: 534	Name: Fairy shopkeeper

ID: 535	Name: Fairy shop assistant

ID: 536	Name: Valaine

ID: 537	Name: Scavvo

ID: 538	Name: Peksa

ID: 539	Name: Silk trader

ID: 540	Name: Gem trader

ID: 541	Name: Zeke

ID: 542	Name: Louie Legs

ID: 543	Name: Karim

ID: 544	Name: Ranael

ID: 545	Name: Dommik

ID: 546	Name: Zaff

ID: 547	Name: Baraek

ID: 548	Name: Thessalia

ID: 549	Name: Horvik

ID: 550	Name: Lowe

ID: 551	Name: Shopkeeper

ID: 552	Name: Shop assistant

ID: 553	Name: Aubury

ID: 554	Name: Fancy-dress shop owner

ID: 555	Name: Shopkeeper

ID: 556	Name: Grum

ID: 557	Name: Wydin

ID: 558	Name: Gerrant

ID: 559	Name: Brian

ID: 560	Name: Jiminua

ID: 561	Name: Shopkeeper

ID: 562	Name: Candle-maker

ID: 563	Name: Arhein

ID: 564	Name: Jukat

ID: 565	Name: Lunderwin

ID: 566	Name: Irksol

ID: 567	Name: Fairy

ID: 568	Name: Zambo

ID: 569	Name: Silver merchant

ID: 570	Name: Gem merchant

ID: 571	Name: Baker

ID: 572	Name: Spice seller

ID: 573	Name: Fur trader

ID: 574	Name: Silk merchant

ID: 575	Name: Hickton

ID: 576	Name: Harry

ID: 577	Name: Cassie

ID: 578	Name: Frincos

ID: 579	Name: Drogo dwarf

ID: 580	Name: Flynn

ID: 581	Name: Wayne

ID: 582	Name: Dwarf

ID: 583	Name: Betty

ID: 584	Name: Herquin

ID: 585	Name: Rommik

ID: 586	Name: Gaius

ID: 587	Name: Jatix

ID: 588	Name: Davon

ID: 589	Name: Zenesha

ID: 590	Name: Aemad

ID: 591	Name: Kortan

ID: 592	Name: Roachey

ID: 593	Name: Frenita

ID: 594	Name: Nurmof

ID: 595	Name: Tea seller

ID: 596	Name: Fat Tony

ID: 597	Name: Noterazzo

ID: 598	Name: Hairdresser

ID: 599	Name: Make-over Mage

ID: 600	Name: Hudo

ID: 601	Name: Rometti

ID: 602	Name: Gulluck

ID: 603	Name: Heckel Funch

ID: 604	Name: Thurgo

ID: 605	Name: Sir Vyvin

ID: 606	Name: Squire

ID: 607	Name: Gunnjorn

ID: 608	Name: Sir Amik Varze

ID: 609	Name: Fortress Guard

ID: 610	Name: Black Knight Captain

ID: 611	Name: Witch

ID: 612	Name: Greldo

ID: 613	Name: Digsite workman

ID: 614	Name: Doug Deeping

ID: 615	Name: Student

ID: 616	Name: Student

ID: 617	Name: Student

ID: 618	Name: Examiner

ID: 619	Name: Archaeological expert

ID: 620	Name: Panning guide

ID: 621	Name: Gnome baller

ID: 622	Name: Gnome baller

ID: 623	Name: Gnome baller

ID: 624	Name: Gnome baller

ID: 625	Name: Gnome baller

ID: 626	Name: Gnome baller

ID: 627	Name: Gnome baller

ID: 628	Name: Gnome baller

ID: 629	Name: Gnome baller

ID: 630	Name: Gnome baller

ID: 631	Name: Gnome baller

ID: 632	Name: Gnome baller

ID: 633	Name: Gnome winger

ID: 634	Name: Gnome winger

ID: 635	Name: Gnome ball referee

ID: 636	Name: Cheerleader

ID: 637	Name: Juliet

ID: 638	Name: Apothecary

ID: 639	Name: Romeo

ID: 640	Name: Father Lawrence

ID: 641	Name: Charlie the Tramp

ID: 642	Name: Katrine

ID: 643	Name: Weaponsmaster

ID: 644	Name: Straven

ID: 645	Name: Jonny the beard

ID: 646	Name: Curator Haig Halen

ID: 647	Name: null

ID: 648	Name: King Roald

ID: 649	Name: Archer

ID: 650	Name: Warrior

ID: 651	Name: Monk

ID: 652	Name: Wizard

ID: 653	Name: Fairy Queen

ID: 654	Name: Shamus

ID: 655	Name: Tree spirit

ID: 656	Name: Cave monk

ID: 657	Name: Monk of Entrana

ID: 658	Name: Monk of Entrana

ID: 659	Name: Party Pete

ID: 660	Name: Knight

ID: 661	Name: Megan

ID: 662	Name: Lucy

ID: 663	Name: Man

ID: 664	Name: Dimintheis

ID: 665	Name: Boot

ID: 666	Name: Caleb

ID: 667	Name: Chronozon

ID: 668	Name: Johnathon

ID: 669	Name: Hazelmere

ID: 670	Name: King Narnode Shareen

ID: 671	Name: Glough

ID: 672	Name: Anita

ID: 673	Name: Charlie

ID: 674	Name: Foreman

ID: 675	Name: Shipyard worker

ID: 676	Name: Femi

ID: 677	Name: Black Demon

ID: 678	Name: Guard

ID: 679	Name: Ranging Guild Doorman

ID: 680	Name: Leatherworker

ID: 681	Name: Held vampyre juvinate

ID: 682	Name: Armour salesman

ID: 683	Name: Bow and Arrow salesman

ID: 684	Name: Tower Advisor

ID: 685	Name: Tower Advisor

ID: 686	Name: Tower Advisor

ID: 687	Name: Tower Advisor

ID: 688	Name: Tower Archer

ID: 689	Name: Tower Archer

ID: 690	Name: Tower Archer

ID: 691	Name: Tower Archer

ID: 692	Name: Tribal Weapon Salesman

ID: 693	Name: Competition Judge

ID: 694	Name: Ticket Merchant

ID: 695	Name: Bailey

ID: 696	Name: Caroline

ID: 697	Name: null

ID: 698	Name: Holgart

ID: 699	Name: Holgart

ID: 700	Name: Holgart

ID: 701	Name: Kent

ID: 702	Name: Fisherman

ID: 703	Name: Fisherman

ID: 704	Name: Fisherman

ID: 705	Name: Melee combat tutor

ID: 706	Name: Wizard Mizgog

ID: 707	Name: Wizard Grayzag

ID: 708	Name: Imp

ID: 709	Name: Imp

ID: 710	Name: Alrena

ID: 711	Name: Bravek

ID: 712	Name: Carla

ID: 713	Name: Clerk

ID: 714	Name: Edmond

ID: 715	Name: null

ID: 716	Name: Head mourner

ID: 717	Name: Mourner

ID: 718	Name: Mourner

ID: 719	Name: Mourner

ID: 720	Name: Recruiter

ID: 721	Name: Ted Rehnison

ID: 722	Name: Martha Rehnison

ID: 723	Name: Billy Rehnison

ID: 724	Name: Milli Rehnison

ID: 725	Name: Jethick

ID: 726	Name: Man

ID: 727	Name: Man

ID: 728	Name: Man

ID: 729	Name: Man

ID: 730	Name: Man

ID: 731	Name: Bartender

ID: 732	Name: Bartender

ID: 733	Name: Bartender

ID: 734	Name: Bartender

ID: 735	Name: Bartender

ID: 736	Name: Emily

ID: 737	Name: Bartender

ID: 738	Name: Bartender

ID: 739	Name: Bartender

ID: 740	Name: Trufitus

ID: 741	Name: Duke Horacio

ID: 742	Name: Elvarg

ID: 743	Name: Ned

ID: 744	Name: Klarense

ID: 745	Name: Wormbrain

ID: 746	Name: Oracle

ID: 747	Name: Oziach

ID: 748	Name: null

ID: 749	Name: Angry barbarian spirit

ID: 750	Name: Enraged barbarian spirit

ID: 751	Name: Berserk barbarian spirit

ID: 752	Name: Ferocious barbarian spirit

ID: 753	Name: Melzar the Mad

ID: 754	Name: Peaceful barbarian spirit

ID: 755	Name: Morgan

ID: 756	Name: Dr Harlow

ID: 757	Name: Count Draynor

ID: 758	Name: Fred the Farmer

ID: 759	Name: Gertrude's cat

ID: 760	Name: Kitten

ID: 761	Name: Kitten

ID: 762	Name: Kitten

ID: 763	Name: Kitten

ID: 764	Name: Kitten

ID: 765	Name: Kitten

ID: 766	Name: Kitten

ID: 767	Name: Crate

ID: 768	Name: Pirate Impling

ID: 769	Name: Spirit Impling

ID: 770	Name: Spirit Impling

ID: 771	Name: Zombie Impling

ID: 772	Name: Kingly Impling

ID: 773	Name: Kingly Impling

ID: 774	Name: Overgrown cat

ID: 775	Name: Overgrown cat

ID: 776	Name: Overgrown cat

ID: 777	Name: Overgrown cat

ID: 778	Name: Overgrown cat

ID: 779	Name: Overgrown cat

ID: 780	Name: Gertrude

ID: 781	Name: Shilop

ID: 782	Name: Philop

ID: 783	Name: Wilough

ID: 784	Name: Kanel

ID: 785	Name: Civilian

ID: 786	Name: Civilian

ID: 787	Name: Civilian

ID: 788	Name: Garv

ID: 789	Name: Grubor

ID: 790	Name: Trobert

ID: 791	Name: Seth

ID: 792	Name: Grip

ID: 793	Name: Alfonse the waiter

ID: 794	Name: Charlie the cook

ID: 795	Name: Ice Queen

ID: 796	Name: Achietties

ID: 797	Name: Helemos

ID: 798	Name: Velrak the explorer

ID: 799	Name: Pirate Guard

ID: 800	Name: Fishing spot

ID: 801	Name: Abbot Langley

ID: 802	Name: Brother Jered

ID: 803	Name: Monk

ID: 804	Name: Tanner

ID: 805	Name: Master Crafter

ID: 806	Name: Donovan the Family Handyman

ID: 807	Name: Pierre

ID: 808	Name: Hobbes

ID: 809	Name: Louisa

ID: 810	Name: Mary

ID: 811	Name: Stanford

ID: 812	Name: Guard

ID: 813	Name: Gossip

ID: 814	Name: Anna

ID: 815	Name: Bob

ID: 816	Name: Carol

ID: 817	Name: David

ID: 818	Name: Elizabeth

ID: 819	Name: Frank

ID: 820	Name: Poison Salesman

ID: 821	Name: Sinclair Guard dog

ID: 822	Name: Ana

ID: 823	Name: Ana

ID: 824	Name: Female slave

ID: 825	Name: Male slave

ID: 826	Name: Escaping slave

ID: 827	Name: Rowdy slave

ID: 828	Name: Shanty Claws

ID: 829	Name: null

ID: 830	Name: Mercenary Captain

ID: 831	Name: Captain Siad

ID: 832	Name: Al Shabim

ID: 833	Name: Bedabin Nomad

ID: 834	Name: Bedabin Nomad Guard

ID: 835	Name: Irena

ID: 836	Name: Shantay

ID: 837	Name: Shantay Guard

ID: 838	Name: Shantay Guard

ID: 839	Name: Desert Wolf

ID: 840	Name: Ugthanki

ID: 841	Name: Mine cart driver

ID: 842	Name: Rowdy Guard

ID: 843	Name: RPDT employee

ID: 844	Name: null

ID: 845	Name: Horacio

ID: 846	Name: Kangai Mau

ID: 847	Name: Head chef

ID: 848	Name: Blurberry

ID: 849	Name: Barman

ID: 850	Name: Aluft Gianne snr.

ID: 851	Name: Gnome Waiter

ID: 852	Name: Ogre chieftain

ID: 853	Name: Og

ID: 854	Name: Grew

ID: 855	Name: Toban

ID: 856	Name: Gorad

ID: 857	Name: Ogre guard

ID: 858	Name: Ogre guard

ID: 859	Name: Ogre guard

ID: 860	Name: Ogre guard

ID: 861	Name: Ogre guard

ID: 862	Name: City guard

